citation,source_url,title,dd_ordinal_nodes
57/2024/UBTVQH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--174676,"Nghị quyết số 57/2024/UBTVQH15 Phê chuẩn đề nghị của Chánh án Tòa án nhân dân tối cao về cục, vụ và tương đương, cơ quan báo chí của Tòa án nhân dân tối cao",1
57/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--6ad0bc90-62ea-11f1-8d8f-7326969477ba,Cơ cấu lại vốn nhà nước tại doanh nghiệp,28
58/1998/NQ-UBTVQH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--7556,Nghị quyết số 58/1998/NQ-UBTVQH10 Về giao dịch dân sự về nhà ở được xác lập trước ngày 1 tháng 7 năm 1991,2
58/2005/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--16756,"Luật Sửa đổi, bổ sung một số điều của Luật Khiếu nại, tố cáo số 58/2005/QH11",4
58/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26355,Luật Viên chức số 58/2010/QH12,7
58/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--46744,Luật Bảo hiểm xã hội số 58/2014/QH13,8
58/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--128826,Nghị định số 58/2018/NĐ-CP về bảo hiểm nông nghiệp,2
58/2020/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--147588,"Luật Hòa giải, đối thoại tại Tòa án số 58/2020/QH14",11
58/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--166417,"Nghị định số 58/2023/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 37/2019/NĐ-CP ngày 07 tháng 5 năm 2019 của Chính phủ quy định chi tiết một số điều của Luật quy hoạch",2
58/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--167508,Nghị định số 58/2024/NĐ-CP Một số chính sách đầu tư trong lâm nghiệp,9
58/2024/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--174098,Luật Đầu tư công số 58/2024/QH15,28
58/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--fa058c70-4c23-11f1-89aa-39e28af66afb,"Nghị định 58/2026/NĐ-CP Sửa đổi, bổ sung một số điều của các nghị định liên quan đến quy định điều kiện về an ninh, trật tự đối với một số ngành, nghề đầu tư kinh doanh có điều kiện; quản lý và sử dụng con dấu; quản lý, sử dụng pháo; quy định chi tiết một số điều và biện pháp thi hành Luật Cư trú, Luật Căn cước",8
59/2005/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--16718,Luật Đầu tư số 59/2005/QH11,7
59/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26356,Luật Bảo vệ quyền lợi người tiêu dùng số 59/2010/QH12,5
59/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--46743,Luật Căn cước công dân số 59/2014/QH13,6
59/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--161989,Nghị định số 59/2023/NĐ-CP quy định chi tiết một số điều của Luật thực hiện dân chủ ở cơ sở,1
59/2024/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--175425,Luật Tư pháp người chưa thành niên số 59/2024/QH15,41
59/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187063,"Nghị định số 59/2026/NĐ-CP Quy định hình thức xử phạt trục xuất, biện pháp tạm giữ người, áp giải người vi phạm theo thủ tục hành chính và quản lý người nước ngoài vi phạm pháp luật Việt Nam trong thời gian làm thủ tục trục xuất",11
60/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26349,Luật Khoáng sản số 60/2010/QH12,23
60/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--46746,Luật Hộ tịch số 60/2014/QH13,10
60/2017/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--122043,"Nghị định số 60/2017/NĐ-CP Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Viện Hàn lâm khoa học và công nghệ Việt Nam",2
60/2020/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--142846,"Luật sửa đổi, bổ sung một số điều của Luật phòng, chống thiên tai và Luật đê điều số 60/2020/QH14",3
60/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--164975,"Nghị định số 60/2023/NĐ-CP Quy định về việc kiểm tra, chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường ô tô nhập khẩu và linh kiện nhập khẩu theo các Điều ước quốc tế mà Việt Nam là thành viên",3
60/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--167524,Nghị định số 60/2024/NĐ-CP về phát triển và quản lý chợ,11
60/2024/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--174877,Luật Dữ liệu số 60/2024/QH15,6
60/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187089,Nghị định số 60/2026/NĐ-CP Quy định về tổ hợp công nghiệp an ninh quốc gia,1
61-CP (vbpl-10655),https://vbpl.vn/van-ban/chi-tiet/van-ban--10655,"Nghị định số 61-CP Về án phí, lệ phí Toà án",1
61/2005/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--16750,Luật Đấu thầu số 61/2005/QH11,8
61/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26357,"Luật Sửa đổi, bổ sung một số điều của Luật Kinh doanh bảo hiểm số 61/2010/QH12",3
61/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--46747,"Luật Sửa đổi, bổ sung một số điều của Luật Hàng không dân dụng Việt Nam số 61/2014/QH13",6
61/2017/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--121793,"Nghị định số 61/2017/NĐ-CP Quy định chi tiết việc thẩm định giá khởi điểm của khoản nợ xấu, tài sản bảo đảm của khoản nợ xấu và việc thành lập Hội đồng đấu giá nợ xấu, tài sản bảo đảm của khoản nợ xấu đối với khoản nợ xấu, tài sản bảo đảm của khoản nợ xấu có giá trị lớn",1
61/2020/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--142867,Luật đầu tư số 61/2020/QH14,37
61/2022/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--155784,"Nghị định số 61/2022/NĐ-CP quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ban Quản lý Lăng Chủ tịch Hồ Chí Minh",1
61/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--167564,"Nghị định số 61/2024/NĐ-CP quy định về xét tặng danh hiệu “Nghệ sĩ nhân dân”, “Nghệ sĩ ưu tú”",12
61/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--177348,Nghị định số 61/2025/NĐ-CP quy định chi tiết một số điều Luật Điện lực về giấy phép hoạt động điện lực,3
61/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187090,"Nghị định số 61/2026/NĐ-CP Quy định về danh mục, việc quản lý, sử dụng phương tiện, thiết bị kỹ thuật nghiệp vụ và quy trình thu thập, sử dụng dữ liệu thu được từ phương tiện, thiết bị kỹ thuật do cá nhân, tổ chức cung cấp để phát hiện vi phạm hành chính",13
618/2013/UBTVQH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--67991,"Nghị quyết số 618/2013/UBTVQH13 Sửa đổi, bổ sung một số điều của Nghị quyết số 417/2003/ NQ-UBTVQH11 về chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Văn phòng Quốc hội",2
62/2006/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--15082,Luật Điện ảnh số 62/2006/QH11,2
62/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26350,"Luật Sửa đổi, bổ sung một số điều của Luật Chứng khoán số 62/2010/QH12",2
62/2011/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--113273,"Nghị định số 62/2011/NĐ-CP Về thành lập thành phố thuộc tỉnh, thị xã, quận, phường, thị trấn",1
62/2011/NĐ-CP (vbpl-26829),https://vbpl.vn/van-ban/chi-tiet/van-ban--26829,"Nghị định số 62/2011/NĐ-CP Về thành lập thành phố thuộc tỉnh, thị xã, quận, phường, thị trấn",1
62/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--44169,Luật Tổ chức Tòa án nhân dân số 62/2014/QH13,5
62/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--128967,"Nghị định số 62/2018/NĐ-CP Quy định về hỗ trợ kinh phí sử dụng sản phẩm, dịch vụ công ích thủy lợi",1
62/2020/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--142843,"Luật sửa đổi, bổ sung một số điều của Luật Xây dựng số 62/2020/QH14",13
62/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--167660,"Nghị định số 62/2023/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 07/2014/NĐ-CP ngày 27 tháng 01 năm 2014 quy định tổ chức, nhiệm vụ, quyền hạn và quan hệ phối hợp của Ban Chỉ đạo phòng, chống khủng bố các cấp",1
62/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--167781,"Nghị định số 62/2024/NĐ-CP Sửa đổi, bổ sung một số điều, phụ lục của Nghị định số 94/2016/NĐ-CP ngày 01 tháng 7 năm 2016 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Thống kê và Nghị định số 94/2022/NĐ-CP ngày 07 tháng 11 năm 2022 của Chính phủ quy định nội dung chỉ tiêu thống kê thuộc hệ thống chỉ tiêu thống kê quốc gia và quy trình biên soạn chỉ tiêu tổng sản phẩm trong nước, chỉ tiêu tổng sản phẩm trên địa bàn tỉnh, thành phố trực thuộc trung ương",2
62/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--176337,Nghị định số 62/2025/NĐ-CP Quy định chi tiết thi hành Luật Điện lực về bảo vệ công trình điện lực và an toàn trong lĩnh vực điện lực,19
62/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--175266,"Luật Sửa đổi, bổ sung một số điều của Luật Tổ chức Quốc hội số 62/2025/QH15",2
629/2019/UBTVQH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--138676,Nghị quyết số 629/2019/UBTVQH14 Hướng dẫn một số hoạt động của Hội đồng nhân dân,1
63/2006/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--15080,Luật Kinh doanh bất động sản số 63/2006/QH11,20
63/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26111,"Luật Sửa đổi, bổ sung một số điều của Luật Bầu cử đại biểu Quốc hội và Luật Bầu cử đại biểu Hội đồng nhân dân số 63/2010/QH12",7
63/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--32561,Nghị định số 63/2013/NĐ-CP Quy định chi tiết thi hành Pháp lệnh Pháp điển hệ thống quy phạm pháp luật,3
63/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--43951,Luật Tổ chức Viện kiểm sát nhân dân số 63/2014/QH13,14
63/2015/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--72046,Nghị định số 63/2015/NĐ-CP Quy định chính sách đối với người lao động dôi dư khi sắp xếp lại công ty trách nhiệm hữu hạn một thành viên do Nhà nước làm chủ sở hữu,3
63/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--177109,"Nghị định số 63/2024/NĐ-CP Quy định công tác kiểm tra, kiểm soát và xử lý vi phạm pháp luật trong lĩnh vực giao thông đường sắt của Cảnh sát giao thông",1
63/2024/NĐ-CP (vbpl-170853),https://vbpl.vn/van-ban/chi-tiet/van-ban--170853,"Nghị định số 63/2024/NĐ-CP Quy định việc thực hiện liên thông điện tử 02 nhóm thủ tục hành chính: Đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi; đăng ký khai tử, xóa đăng ký thường trú, giải quyết mai táng phí, tử tuất",1
64/1998/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--7539,Nghị định số 64/1998/NĐ-CP Quy định chi tiết và hướng dẫn thi hành Pháp lệnh chống tham nhũng,1
64/2006/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--15078,"Luật Phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người (HIV/AIDS) số 64/2006/QH11",5
64/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26351,Luật Tố tụng hành chính số 64/2010/QH12,26
64/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--32527,"Nghị định số 64/2013/NĐ-CP Quy định xử phạt vi phạm hành chính trong hoạt động khoa học và công nghệ, chuyển giao công nghệ",4
64/2014/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--36701,Nghị định số 64/2014/NĐ-CP Quy định chi tiết thi hành một số điều của Luật Tiếp công dân,2
64/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--46740,"Luật Sửa đổi, bổ sung một số điều của Luật thi hành án dân sự số 64/2014/QH13",12
64/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--142822,Nghị định số 64/2020/NĐ-CP Hướng dẫn việc thực hiện cơ chế tạm quản theo Công ước Istanbul,8
64/2020/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--142882,Luật đầu tư theo phương thức đối tác công tư số 64/2020/QH14,30
64/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--172686,"Nghị định số 64/2024/NĐ-CP Gia hạn thời hạn nộp thuế giá trị gia tăng, thuế thu nhập doanh nghiệp, thuế thu nhập cá nhân và tiền thuê đất trong năm 2024",2
64/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--177580,"Nghị định số 64/2025/NĐ-CP Quy định về lãi vay sau thời gian xây dựng, lợi nhuận hợp lý, phương thức thanh toán, quyết toán thực hiện dự án đầu tư áp dụng loại hợp đồng BT trên địa bàn tỉnh Nghệ An",1
64/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187583,"Nghị định số 64/2026/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Phục hồi, phá sản về thi hành quyết định tuyên bố doanh nghiệp, hợp tác xã phá sản",2
65/2006/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--15076,Luật sư số 65/2006/QH11,23
65/2011/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26674,"Luật Sửa đổi, bổ sung một số điều của Bộ Luật Tố tụng Dân sự số 65/2011/QH12",13
65/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--46742,Luật Nhà ở số 65/2014/QH13,18
65/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--164372,"Nghị định số 65/2023/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Sở hữu trí tuệ về sở hữu công nghiệp, bảo vệ quyền sở hữu công nghiệp, quyền đối với giống cây trồng và quản lý nhà nước về sở hữu trí tuệ",26
65/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--172687,Nghị định số 65/2024/NĐ-CP Gia hạn thời hạn nộp thuế tiêu thụ đặc biệt đối với ô tô sản xuất hoặc lắp ráp trong nước,1
65/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--177813,"Nghị định số 65/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 40/2016/NĐ-CP ngày 15 tháng 5 năm 2016 của Chính phủ quy định chi tiết thi hành một số điều của Luật Tài nguyên, môi trường biển và hải đảo và Nghị định số 11/2021/NĐ-CP ngày 10 tháng 02 năm 2021 của Chính phủ quy định việc giao các khu vực biển nhất định cho tổ chức, cá nhân khai thác, sử dụng tài nguyên biển",10
65/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--175363,Luật tổ chức chính quyền địa phương số 65/2025/QH15,18
65/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187585,"Nghị định số 65/2026/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Phục hồi, phá sản về Quản tài viên và hành nghề quản lý, thanh lý tài sản",7
66.10/2025/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/nghi-quyet-so-66-10-2025-nq-cp-ve-su-dung-chung-cong-trinh-ha-tang-ky-thuat-co-so-ha-tang-vien-thong-cua-co-quan-to-chuc-doanh-nghiep-de-thuc-hien-nhiem-vu-quoc-phong-bao-ve-an-ninh-quoc-gia-bao-dam-trat-tu-an-toan-xa-hoi--60233980-8b03-11f1-a5f3-ad4ead3c13c0,"Nghị quyết số 66.10/2025/NQ-CP Về sử dụng chung công trình hạ tầng kỹ thuật, cơ sở hạ tầng viễn thông của cơ quan, tổ chức, doanh nghiệp để thực hiện nhiệm vụ quốc phòng, bảo vệ an ninh quốc gia, bảo đảm trật tự, an toàn xã hội",2
66.10/2025/NQ-CP (vbpl-60233980-8b03-11f1-a5f3-ad4ead3c13c0),https://vbpl.vn/van-ban/chi-tiet/van-ban--60233980-8b03-11f1-a5f3-ad4ead3c13c0,"Nghị quyết số 66.10/2025/NQ-CP Về sử dụng chung công trình hạ tầng kỹ thuật, cơ sở hạ tầng viễn thông của cơ quan, tổ chức, doanh nghiệp để thực hiện nhiệm vụ quốc phòng, bảo vệ an ninh quốc gia, bảo đảm trật tự, an toàn xã hội",2
66.12/2026/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186669,"Nghị quyết số 66.12/2026/NQ-CP Tổ chức và hoạt động của Ban Chỉ huy quân sự xã, phường, đặc khu trực thuộc Bộ Chỉ huy quân sự tỉnh, thành phố trực thuộc trung ương, Bộ Tư lệnh Thủ đô Hà Nội, Bộ Tư lệnh Thành phố Hồ Chí Minh",1
66.2/2025/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--72b72df0-6000-11f1-b0b5-79477712f262,"Nghị quyết 66.2/2025/NQ-CP Quy định xử lý khó khăn, vướng mắc về việc điều chỉnh quy hoạch cấp quốc gia, quy hoạch vùng, quy hoạch tỉnh khi thực hiện sắp xếp đơn vị hành chính và tổ chức chính quyền địa phương 2 cấp trong thời gian chưa ban hành Luật Quy hoạch (sửa đổi)",4
66.20/2026/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--938d2e70-80c2-11f1-af85-dd2af80f2f1e,"Nghị quyết số 66.20/2026/NQ-CP Quy định một số cơ chế, chính sách xử lý khó khăn, vướng mắc do quy định của pháp luật về sử dụng quỹ đất dự kiến lấn biển để thanh toán cho nhà đầu tư thực hiện công trình, dự án phục vụ Hội nghị cấp cao APEC 2027 theo hình thức hợp đồng Xây dựng - Chuyển giao",1
66.4/2025/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186276,"Nghị quyết số 66.4/2025/NQ-CP Về việc ban hành các cơ chế, chính sách đặc thù nhằm tháo gỡ khó khăn trong triển khai Luật Địa chất và khoáng sản năm 2024",2
66.7/2025/NQ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186992,"Nghị quyết số 66.7/2025/NQ-CP Quy định cắt giảm, đơn giản hóa thủ tục hành chính dựa trên dữ liệu",1
66/2006/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--15068,Luật Hàng không dân dụng Việt Nam số 66/2006/QH11,17
66/2011/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26741,"Luật Phòng, chống mua bán người số 66/2011/QH12",6
66/2014/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--36766,"Nghị định số 66/2014/NĐ-CP Quy định chi tiết, hướng dẫn thi hành một số điều của Luật Phòng, chống thiên tai",6
66/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--46749,Luật Kinh doanh bất động sản số 66/2014/QH13,9
66/2017/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--123878,"Nghị định số 66/2017/NĐ-CP Quy định điều kiện kinh doanh thiết bị, phần mềm ngụy trang dùng để ghi âm, ghi hình, định vị",4
66/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--168340,Nghị định số 66/2024/NĐ-CP Về quản lý nhập khẩu hàng hóa tân trang theo Nghị định về quản lý nhập khẩu hàng hóa tân trang theo Hiệp định Thương mại tự do giữa Cộng hòa xã hội chủ nghĩa Việt Nam và Liên minh Châu Âu và Hiệp định Thương mại tự do giữa Cộng hòa xã hội chủ nghĩa Việt Nam và Liên hiệp Vương quốc Anh và Bắc Ai-len,3
66/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--180017,Luật Thuế tiêu thụ đặc biệt số 66/2025/QH15,4
66/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187298,Nghị định số 66/2026/NĐ-CP quy định chi tiết một số điều của Luật Giáo dục,6
67/2011/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26750,Luật Kiểm toán độc lập số 67/2011/QH12,12
67/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--111867,"Nghị định số 67/2016/NĐ-CP Quy định về điều kiện sản xuất, kinh doanh thực phẩm thuộc lĩnh vực quản lý chuyên ngành của Bộ Y tế",1
67/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--142826,"Nghị định số 67/2020/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 68/2016/NĐ-CP ngày 01 tháng 7 năm 2016 của Chính phủ quy định về điều kiện kinh doanh hàng miễn thuế, kho bãi, địa điểm làm thủ tục hải quan, tập kết, kiểm tra, giám sát hải quan",4
67/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--176201,"Nghị định số 67/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định 178/2024/NĐ-CP của Chính phủ về chính sách, chế độ đối với cán bộ, công chức, viên chức, người lao động và lực lượng vũ trang trong thực hiện sắp xếp tổ chức bộ máy của hệ thống chính trị",1
67/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--179941,Luật Thuế thu nhập doanh nghiệp số 67/2025/QH15,6
67/2025/UBTVQH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--177765,"Nghị quyết số 67/2025/UBTVQH15 Quy định về bậc, điều kiện của từng bậc, việc nâng bậc và số lượng, cơ cấu tỷ lệ các bậc Thẩm phán Tòa án nhân dân",2
67/CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--9499,Nghị định số 67/CP Phê chuẩn Điều lệ về tổ chức và hoạt động của Tổng công ty Thuốc lá Việt Nam,5
68/2006/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--15062,Luật Tiêu chuẩn và quy chuẩn kỹ thuật số 68/2006/QH11,10
68/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--112023,"Nghị định số 68/2016/NĐ-CP Quy định về điều kiện kinh doanh hàng miễn thuế, kho bãi, địa điểm làm thủ tục hải quan, tập kết, kiểm tra, giám sát hải quan",4
68/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--128895,Nghị định số 68/2018/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Trách nhiệm bồi thường của Nhà nước,5
68/2020/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--146648,Luật Cư trú số 68/2020/QH14,6
68/2022/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--156234,"Nghị định số 68/2022/NĐ-CP Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài nguyên và Môi trường",10
68/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--168208,Nghị định số 68/2024/NĐ-CP quy định về chữ ký số chuyên dùng công vụ,1
68/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--179942,Luật Quản lý và đầu tư vốn nhà nước tại doanh nghiệp số 68/2025/QH15,8
69/2006/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--15060,Luật Trợ giúp pháp lý số 69/2006/QH11,4
69/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--46790,"Luật Quản lý, sử dụng vốn nhà nước đầu tư vào sản xuất, kinh doanh tại doanh nghiệp số 69/2014/QH13",12
69/2015/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--77794,"Nghị định số 69/2015/NĐ-CP Sửa đổi, bổ sung một số điều của Điều lệ tổ chức và hoạt động của Tổng công ty Đường sắt Việt Nam ban hành kèm theo Nghị định số 175/2013/NĐ-CP ngày 13 tháng 11 năm 2013 của Chính phủ",1
69/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--129421,Nghị định số 69/2018/NĐ-CP Quy định chi tiết một số điều của Luật Quản lý Ngoại thương,16
69/2019/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--137801,Nghị định số 69/2019/NĐ-CP Quy định việc sử dụng tài sản công để thanh toán cho Nhà đầu tư khi thực hiện dự án đầu tư xây dựng công trình theo hình thức Hợp đồng Xây dựng - Chuyển giao,2
69/2020/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--146643,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng số 69/2020/QH14,16
69/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--179991,Luật Hóa chất số 69/2025/QH15,5
69/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--e23574c0-4c1e-11f1-b4dc-a19f4e8a4d2c,"Nghị định 69/2026/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 106/2025/NĐ-CP ngày 15 tháng 5 năm 2025 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực phòng cháy, chữa cháy và cứu nạn, cứu hộ",18
70/2006/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--15052,Luật Chứng khoán số 70/2006/QH11,27
70/2014/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--36831,"Nghị định số 70/2014/NĐ-CP Quy định chi tiết thi hành một số điều của Pháp lệnh Ngoại hối và Pháp lệnh sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối",1
70/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--46809,"Luật Sửa đổi, bổ sung một số điều của Luật Thuế tiêu thụ đặc biệt số 70/2014/QH13",1
70/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--112028,Nghị định số 70/2016/NĐ-CP Về điều kiện cung cấp dịch vụ bảo đảm an toàn hàng hải,4
70/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--128970,"Nghị định số 70/2018/NĐ-CP Quy hoạch việc quản lý, sử dụng tài sản được hình thành thông qua việc triển khai thực hiện nhiệm vụ khoa học và công nghệ sử dụng vốn nhà nước",6
70/2020/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--146640,Luật Thỏa thuận quốc tế số 70/2020/QH14,2
70/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--179987,"Luật Sửa đổi, bổ sung một số điều của Luật Tiêu chuẩn và Quy chuẩn kỹ thuật số 70/2025/QH15",12
70/2025/UBTVQH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--177762,"Nghị quyết số 70/2025/UBTVQH15 Quy định về nguyên tắc, tiêu chí và định mức phân bổ vốn đầu tưcông nguồn ngân sách nhà nước giai đoạn 2026 - 2030",1
