citation_id,source_url,title,issue,collision_node_count
187/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179644,"Nghị định số 187/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 78/2025/NĐ-CP ngày 01 tháng 4 năm 2025 của Chính phủ quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Ban hành văn bản quy phạm pháp luật và Nghị định số 79/2025/NĐ-CP ngày 01 tháng 4 năm 2025 của Chính phủ về kiểm tra, rà soát, hệ thống hóa và xử lý văn bản quy phạm pháp luật",12c,53
178/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--f94f9970-5a46-11f1-bb9c-e1021f63cd35,"Nghị định 178/2026/NĐ-CP Quy định việc quản lý, sử dụng và khai thác tài sản kết cấu hạ tầng do Nhà nước đầu tư, quản lý",12c,52
04/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--140549,"Nghị định số 04/2020/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 31/2016/NĐ-CP ngày 06 tháng 5 năm 2016 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực giống cây trồng, bảo vệ và kiểm dịch thực vật; Nghị định số 90/2017/NĐ-CP ngày 31 tháng 7 năm 2017 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực thú y",12c,51
84/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187842,"Nghị định số 84/2026/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định của Chính phủ trong lĩnh vực quản lý nợ công",12c,50
40/2013/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--32910,"Luật Sửa đổi, bổ sung một số điều của Luật Phòng cháy và chữa cháy số 40/2013/QH13",12c,48
21/2012/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--28026,"Luật Sửa đổi, bổ sung một số điều của Luật Quản lý thuế số 21/2012/QH13",12c,48
38/2009/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--11706,"Luật Sửa đổi, bổ sung một số điều của các luật liên quan đến đầu tư xây dựng cơ bản số 38/2009/QH12",12c,48
46/2005/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--18134,"Luật sửa đổi, bổ sung một số điều của Luật Khoáng sản số 46/2005/QH11",12c,45
22/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--177577,"Nghị định số 22/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 37/2019/NĐ-CP ngày 07 tháng 5 năm 2019 của Chính phủ quy định chi tiêt thi hành một số điều của Luật Quy hoạch đã được sửa đổi, bổ sung một số điều theo Nghị định số 58/2023/NĐ-CP ngày 12 tháng 8 năm 2023 của Chính phủ",12c,43
06/2013/UBTVQH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--32970,"Pháp lệnh số 06/2013/UBTVQH13 Sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối",12c,42
16/2008/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--12802,"Luật Sửa đổi, bổ sung một số điều của Luật Phòng, chống ma túy số 16/2008/QH12",12c,41
53/2012/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--27642,"Nghị định số 53/2012/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định về lĩnh vực thủy sản",12c,41
27/2012/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--28059,"Luật Sửa đổi, bổ sung một số điều của Luật Phòng, chống tham nhũng số 27/2012/QH13",12c,40
299/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--183971,"Nghị định số 299/2025/NĐ-CP Sửa đổi, bổ sung một số điều các Nghị định của Chính phủ về biên phòng, biên giới quốc gia",12c,40
58/2005/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--16756,"Luật Sửa đổi, bổ sung một số điều của Luật Khiếu nại, tố cáo số 58/2005/QH11",12c,39
19/2008/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--12805,"Luật Sửa đổi, bổ sung một số điều của Luật Sĩ quan quân đội nhân dân Việt Nam số 19/2008/QH12",12c,39
74/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--176707,"Nghị định số 74/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 70/2015/NĐ-CP ngày 01 tháng 09 năm 2015 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Bảo hiểm y tế đói với Quân đội nhân dân, công an nhân dân và người làm công tác cơ yếu",12c,39
93/2014/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--37215,"Nghị định số 93/2014/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 64/2013/NĐ-CP ngày 27 tháng 6 năm 2013 của Chính phủ quy định xử phạt vi phạm hành chính trong hoạt động khoa học và công nghệ, chuyển giao công nghệ",12c,37
94/2015/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--92437,"Nghị định số 94/2015/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 136/2007/NĐ-CP ngày 17 tháng 8 năm 2007 về xuất cảnh, nhập cảnh của công dân Việt Nam",12c,36
83/2007/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--14166,"Luật Sửa đổi, bổ sung một số điều của Luật tổ chức Quốc hội số 83/2007/QH11",12c,34
25/2001/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--23290,"Luật Sửa đổi, bổ sung một số điều của Luật Đất đai. số 25/2001/QH10",12c,34
144/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--185664,"Luật sửa đổi, bổ sung một số điều của Luật Quy hoạch đô thị và nông thôn số 144/2025/QH15",12c,33
06/1998/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--7753,"Luật Sửa đổi, bổ sung một số điều của Luật Ngân sách Nhà nước số 06/1998/QH10",12c,31
12/2008/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--12801,"Luật Sửa đổi, bổ sung một số điều của Luật Xuất bản số 12/2008/QH12",12c,30
27/2000/PL-UBTVQH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--5757,"Pháp lệnh số 27/2000/PL-UBTVQH10 Sửa đổi, bổ sung một số điều của Pháp lệnh Phòng, chống lụt bão",12c,30
67/2012/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--28018,"Nghị định số 67/2012/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 143/2003/NĐ-CP ngày 28 tháng 11 năm 2003 của Chính phủ quy định chi tiết một số điều của Pháp lệnh Khai thác và bảo vệ công trình thủy lợi",12c,30
63/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26111,"Luật Sửa đổi, bổ sung một số điều của Luật Bầu cử đại biểu Quốc hội và Luật Bầu cử đại biểu Hội đồng nhân dân số 63/2010/QH12",12c,29
94/2011/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--26900,"Nghị định số 94/2011/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 147/2003/NĐ-CP ngày 02 tháng 12 năm 2003 của Chính phủ quy định về điều kiện, thủ tục cấp giấy phép và quản lý hoạt động của các cơ sở cai nghiện ma túy tự nguyện",12c,28
09/2022/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--160606,"Luật sửa đổi, bổ sung một số điều của Luật Tần số vô tuyến điện số 09/2022/QH15",12c,28
19/2000/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--6141,"Luật Sửa đổi, bổ sung một số điều của Luật Dầu khí số 19/2000/QH10",12c,25
32/2013/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--30615,"Luật Sửa đổi, bổ sung một số điều của Luật Thuế thu nhập doanh nghiệp số 32/2013/QH13",12c,25
39/2021/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--152405,"Nghị định số 39/2021/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 37/2009/NĐ-CP ngày 23 tháng 4 năm 2009 của Chính phủ quy định các mục tiêu quan trọng về chính trị, kinh tế, ngoại giao, khoa học – kỹ thuật, văn hóa, xã hội do lực lượng Cảnh sát nhân dân có trách nhiệm vũ trang canh gác bảo vệ và trách nhiệm của cơ quan, tổ chức có liên quan",12c,25
42/2005/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--18123,"Luật Sửa đổi, bổ sung một số điều của Luật Hải quan số 42/2005/QH11",12c,24
61/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26357,"Luật Sửa đổi, bổ sung một số điều của Luật Kinh doanh bảo hiểm số 61/2010/QH12",12c,24
10/1998/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--7344,"Luật Sửa đổi, bổ sung một số điều của Luật Đất đai số 10/1998/QH10",12c,24
20/2000/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--6140,"Luật Sửa đổi, bổ sung một số điều của Bộ luật Tố tụng hình sự số 20/2000/QH10",12c,24
44/2009/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--23779,"Luật Sửa đổi, bổ sung một số điều của Luật Giáo dục số 44/2009/QH12",12c,23
24/2012/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--28068,"Luật Sửa đổi, bổ sung một số điều của Luật Điện lực số 24/2012/QH13",12c,22
153/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--178325,"Nghị định số 153/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 72/2023/NĐ-CP ngày 26 tháng 9 năm 2023 của Chính phủ quy định tiêu chuẩn, định mức sử dụng xe ô tô",12c,22
48/2020/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--141955,"Nghị định số 48/2020/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 38/2016/NĐ-CP ngày 15 tháng 5 năm 2016 của Chính phủ quy định chi tiết một số điều của Luật Khí tượng thủy văn",12c,22
18/2000/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--6147,"Luật Sửa đổi, bổ sung một số điều của Luật đầu tư nước ngoài tại Việt Nam số 18/2000/QH10",12c,21
12/2000/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--6333,"Nghị định số 12/2000/NĐ-CP Về việc sửa đổi, bổ sung một số điều của Quy chế quản lý đầu tư và xây dựng ban hành kèm theo Nghị định số 52/1999/NĐ-CP ngày 08 tháng 7 năm 1999 của Chính phủ",12c,20
190/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--179389,"Nghị định số 190/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 118/2021/NĐ-CP ngày 23 tháng 12 năm 2021 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Xử lý vi phạm hành chính được sửa đổi, bổ sung theo Nghị định số 68/2025/NĐ-CP ngày 18 tháng 3 năm 2025 của Chính phủ và Nghị định số 120/2021/NĐ-CP ngày 24 tháng 12 năm 2021 của Chính phủ quy định chế độ áp dụng biện pháp xử lý hành chính giáo dục tại xã, phường, thị trấn",12c,20
07/2003/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--21775,"Nghị định số 07/2003/NĐ-CP Về sửa đổi, bổ sung một số điều của Quy chế quản lý đầu tư và xây dựng ban hành kèm theo Nghị định số 52/1999/NĐ-CP ngày 08 tháng 7 năm 1999 và Nghị định số 12/2000/NĐ-CP ngày 05 tháng 5 năm 2000 của Chính phủ",12c,20
125/2004/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--19662,"Nghị định số 125/2004/NĐ-CP Về sửa đổi, bổ sung một số điều của Nghị định số 03/2000/NĐ-CP ngày 03 tháng 02 năm 2000 hướng dẫn thi hành một số điều của Luật Doanh nghiệp",12c,19
01/2007/UBTVQH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--13130,"Pháp lệnh số 01/2007/UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh thi hành án phạt tù",12c,19
17/1999/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--6155,"Luật Sửa đổi, bổ sung một số điều của Luật thuế chuyển quyền sử dụng đất số 17/1999/QH10",12c,18
147/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--186271,"Luật Sửa đổi, bổ sung một số điều của Luật Địa chất và khoáng sản số 147/2025/QH15",12c,17
44/2012/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--27677,"Nghị định số 44/2012/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 168/1999/NĐ-CP ngày 29 tháng 11 năm 1999 của Chính phủ quy định danh mục và chế độ, thủ tục đăng ký, quản lý phương tiện kỹ thuật thuộc diện huy động bổ sung cho lực lượng thường trực của Quân đội",12c,17
10/2008/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--12809,"Luật Sửa đổi, bổ sung một số điều của Luật Dầu khí số 10/2008/QH12",12c,16
49/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187157,"Nghị định số 49/2026/NĐ-CP Quy định chi tiết và hướng dẫn một số điều của Nghị quyết số 254/2025/QH15 của Quốc hội quy định một số cơ chế, chính sách tháo gỡ khó khăn, vướng mắc trong tổ chức thi hành Luật Đất đai",12c,16
14/2011/UBTVQH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26403,"Pháp lệnh số 14/2011/UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh Thẩm phán và Hội thẩm của Tòa án nhân dân",12c,16
15/2011/UBTVQH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26404,"Pháp lệnh số 15/2011/UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh Kiểm sát viên Viện kiểm sát nhân dân",12c,15
17/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--130207,"Nghị định số 17/2018/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 67/2014/NĐ-CP ngày 07 tháng 7 năm 2014 của Chính phủ về một số chính sách phát triển thủy sản",12c,15
15/2011/PL-UBTVQH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--97167,"Pháp lệnh số 15/2011/PL-UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh Kiểm sát viên Viện kiểm sát nhân dân",12c,15
02/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--8619b9a0-5e55-11f1-8e5a-2929924511d6,"Nghị định 02/2025/NĐ-CP Sửa đổi, bổ sung một số điều của nghị định số 146/2018/NĐ-CP ngày 17 tháng 10 năm 2018 của chính phủ quy định chi tiết và hướng dẫn biện pháp thi hành luật bảo hiểm y tể, đã được sửa đổi, bổ sung một số điều tại nghị định số 75/2023/NĐ-CP ngày 19 tháng 10 năm 2023 của chính phủ",12c,14
04/1998/QH10,https://vbpl.vn/van-ban/chi-tiet/van-ban--7751,"Luật Sửa đổi, bổ sung một số điều của Luật thuế xuất khẩu, thuế nhập khẩu số 04/1998/QH10",12c,14
31/2013/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--30614,"Luật Sửa đổi, bổ sung một số điều của Luật Thuế giá trị gia tăng số 13/2008/QH12 số 31/2013/QH13",12c,14
65/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--164372,"Nghị định số 65/2023/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Sở hữu trí tuệ về sở hữu công nghiệp, bảo vệ quyền sở hữu công nghiệp, quyền đối với giống cây trồng và quản lý nhà nước về sở hữu trí tuệ",12c,13
19/2021/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--147251,"Nghị định số 19/2021/NĐ-CP Sửa đổi, bổ sung một số điều của Điều lệ tổ chức và hoạt động của Quỹ Phát triển khoa học và công nghệ Quốc gia ban hành kèm theo Nghị định số 23/2014/NĐ-CP ngày 03 tháng 4 năm 2014 của Chính phủ",12c,12
80/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--128943,"Nghị định số 80/2018/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 147/2003/NĐ-CP ngày tháng 12 năm 2003 của Chính phủ quy định về điều kiện, thủ tục cấp giấy phép và quản lý hoạt động của cơ sở cai nghiện ma túy tự nguyện; Nghị định số 135/2004/NĐ-CP ngày 10 tháng 6 năm 2004 của Chính phủ quy định chế độ áp dụng biện pháp đưa vào cơ sở chữa bệnh, tổ chức hoạt động của cơ sở chữa bệnh theo Pháp lệnh xử lý vi phạm hành chính và chế độ áp dụng đối với người chưa thành niên, người tự nguyện vào cơ sở chữa bệnh",12c,12
47/2024/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--172548,Luật Quy hoạch đô thị và nông thôn số 47/2024/QH15,12c,12
09/2009/UBTVQH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--12272,"Pháp lệnh số 09/2009/UBTVQH12 Sửa đổi, bổ sung một số điều của Pháp lệnh tổ chức điều tra hình sự",12c,12
62/2010/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--26350,"Luật Sửa đổi, bổ sung một số điều của Luật Chứng khoán số 62/2010/QH12",12c,12
8/2026/QH16,https://vbpl.vn/van-ban/chi-tiet/van-ban--f6e54110-4b5c-11f1-8c06-b5d7fb756254,"Luật sửa đổi, bổ sung một số điều của Luật Cơ quan đại diện nước Cộng hòa xã hội chủ nghĩa Việt Nam ở nước ngoài",12c,11
57/2005/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--17065,"Luật sửa đổi, bổ sung một số điều của Luật Thuế tiêu thụ đặc biệt và Luật Thuế giá trị gia tăng số 57/2005/QH11",12c,11
114/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--ebde45c0-5e60-11f1-8fbf-fba9197f5741,Luật PHÒNG BỆNH số 114/2025/QH15,12c,11
144/2018/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--132186,"Nghị định số 144/2018/NĐ-CP Sửa đổi, bổ sung các Nghị định về vận tải đa phương thức",12c,10
42/2019/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--136041,"Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm, Luật sở hữu trí tuệ số 42/2019/QH14",12c,10
136/2016/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--113407,"Nghị định số 136/2016/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 221/2013/NĐ-CP ngày 30 tháng 12 năm 2013 của Chính phủ quy định chế độ áp dụng biện pháp xử lý hành chính đưa vào cơ sở cai nghiện bắt buộc",12c,10
93/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--179265,"Luật Khoa học, Công nghệ và Đổi mới sáng tạo số 93/2025/QH15",12c,10
24/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--175419,"Nghị định số 24/2025/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 98/2020/NĐ-CP ngày 26 tháng 8 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong hoạt động thương mại, sản xuất, buôn bán hàng giả, hàng cấm và bảo vệ quyền lợi người tiêu dùng đã được sửa đổi, bổ sung một số điều theo quy định tại Nghị định số 17/2022/NĐ-CP ngày 31 tháng 01 năm 2022 của Chính phủ sửa đổi, bổ sung một số điều của các Nghị định quy định về xử phạt vi phạm hành chính trong lĩnh vực hóa chất và vật liệu nổ công nghiệp; điện lực, an toàn đập thủy điện, sử dụng năng lượng tiết kiệm và hiệu quả; hoạt động thương mại, sản xuất, buôn bán hàng giả, hàng cấm và bảo vệ quyền lợi người tiêu dùng, hoạt động dầu khí, kinh doanh xăng dầu và khí",12c,10
147/2017/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--126677,"Nghị định số 147/2017/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 151/2013/NĐ-CP ngày 01 tháng 11 năm 2013 của Chính phủ về chức năng, nhiệm vụ và cơ chế hoạt động của Tổng công ty Đầu tư và Kinh doanh vốn nhà nước",12c,10
97/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--f37d3350-59b4-11f1-a2ed-af5d97394f48,"Nghị định 97/2026/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 46/2023/NĐ-CP ngày 01 tháng 7 năm 2023 của Chính phủ quy định chi tiết thi hành một số điều của Luật Kinh doanh bảo hiểm",12c,9
62/2023/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--167660,"Nghị định số 62/2023/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 07/2014/NĐ-CP ngày 27 tháng 01 năm 2014 quy định tổ chức, nhiệm vụ, quyền hạn và quan hệ phối hợp của Ban Chỉ đạo phòng, chống khủng bố các cấp",12c,9
26/2004/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--19473,"Luật Sửa đổi, bổ sung một số điều của Luật Khiếu nại, tố cáo số 26/2004/QH11",12c,9
08/2003/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--20987,"Luật Sửa đổi, bổ sung một số điều của Luật Thuế tiêu thụ đặc biệt số 08/2003/QH11",12c,9
07/2003/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--20992,"Luật Sửa đổi, bổ sung một số điều của Luật Thuế giá trị gia tăng số 07/2003/QH11",12c,8
155/2004/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--19322,"Nghị định số 155/2004/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 41/2002/NĐ-CP ngày 11 tháng 4 năm 2002 của Chính phủ về chính sách đối với lao động dôi dư do sắp xếp lại doanh nghiệp nhà nước",12c,8
35/2007/PL-UBTVQH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--13914,"Pháp lệnh số 35/2007/PL-UBTVQH11 Sửa đổi, bổ sung một số điều của Pháp lệnh ưu đãi người có công với cách mạng",12c,7
43/2005/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--18122,Luật Sửa đổi bổ sung một số điều của Luật Nghĩa vụ quân sự số 43/2005/QH11,12c,7
31/2009/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--11752,"Luật Sửa đổi, bổ sung một số điều của Luật điện ảnh số 31/2009/QH12",12c,7
51-L/CTN,https://vbpl.vn/van-ban/chi-tiet/van-ban--9087,"Pháp lệnh số 51-L/CTN Về lực lượng dự bị động viên; pháp lệnh sửa đổi, bổ sung một số điều của pháp lệnh về quyền và nghĩa vụ của các tổ chức trong nước đựoc nhà nước giao đất, cho thuê đất",12c,7
48/2026/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--187432,"Nghị định số 48/2026/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 08/2022/NĐ-CP ngày 10 tháng 01 năm 2022 của Chính phủ quy định chi tiết một số điều của Luật Bảo vệ môi trường được sửa đổi, bổ sung bởi Nghị định số 05/2025/NĐ-CP ngày 06 tháng 01 năm 2025",12c,6
05/2012/UBTVQH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--27931,"Pháp lệnh số 05/2012/UBTVQH13 Sửa đổi, bổ sung một số điều của Pháp lệnh quy định danh hiệu vinh dự Nhà nước “Bà mẹ Việt Nam anh hùng”",12c,6
65/2009/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--11700,"Nghị định số 65/2009/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 123/2003/NĐ-CP ngày 22 tháng 10 năm 2003 quy định về tiêu chuẩn vật chất hậu cần đối với quân nhân tại ngũ",12c,6
113/2024/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--170035,Nghị định số 113/2024/NĐ-CP Quy định chi tiết một số điều của Luật Hợp tác xã,12c,6
227/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--186289,"Nghị định số 227/2025/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 156/2018/NĐ-CP ngày 16 tháng 11 năm 2018 của Chính phủ quy định chi tiết thi hành một số điều của Luật Lâm nghiệp",12c,6
618/2013/UBTVQH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--67991,"Nghị quyết số 618/2013/UBTVQH13 Sửa đổi, bổ sung một số điều của Nghị quyết số 417/2003/ NQ-UBTVQH11 về chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Văn phòng Quốc hội",12c,6
36/2013/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--32514,"Luật Sửa đổi, bổ sung một số điều của Luật Cư trú số 36/2013/QH13",12c,5
26/2012/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--28058,"Luật Sửa đổi, bổ sung một số Điều của Luật Thuế thu nhập cá nhân số 26/2012/QH13",12c,5
01/2007/QH12,https://vbpl.vn/van-ban/chi-tiet/van-ban--13639,"Luật Sửa đổi, bổ sung một số điều của Luật phòng,chống tham nhũng số 01/2007/QH12",12c,5
96/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--32785,"Nghị định số 96/2013/NĐ-CP Sửa đổi, bổ sung một số điều Nghị định số 86/2009/NĐ-CP ngày 19 tháng 10 năm 2009 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Pháp lệnh Lực lượng Cảnh sát biển Việt Nam",12c,5
70/2014/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--46809,"Luật Sửa đổi, bổ sung một số điều của Luật Thuế tiêu thụ đặc biệt số 70/2014/QH13",12c,5
70/2013/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--30644,"Nghị định số 70/2013/NĐ-CP Sửa đổi, bổ sung một số điều của Quy chế quản lý kho vật chứng ban hành kèm theo Nghị định số 18/2002/NĐ-CP ngày 18 tháng 02 năm 2002 của Chính phủ",12c,5
47/2005/QH11,https://vbpl.vn/van-ban/chi-tiet/van-ban--18135,"Luật Sửa đổi, bổ sung một số điều của Luật Thi đua, Khen thưởng số 47/2005/QH11",12c,5
92/2015/QH13,https://vbpl.vn/van-ban/chi-tiet/van-ban--96115,Bộ luật Tố tụng dân sự số 92/2015/QH13,12c,4
156/2025/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--178414,"Nghị định số 156/2025/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 55/2015/NĐ-CP ngày 09/6/2015 của Chính phủ về chính sách tín dụng phục vụ phát triển nông nghiệp, nông thôn đã được sửa đổi, bổ sung một số điều theo Nghị định số 116/2018/NĐ-CP ngày 07/9/2018 của Chính phủ",12c,4
64/2020/QH14,https://vbpl.vn/van-ban/chi-tiet/van-ban--142882,Luật đầu tư theo phương thức đối tác công tư số 64/2020/QH14,12c,4
95/2025/QH15,https://vbpl.vn/van-ban/chi-tiet/van-ban--179190,Luật Đường sắt số 95/2025/QH15,12c,4
21/2017/NĐ-CP,https://vbpl.vn/van-ban/chi-tiet/van-ban--120218,"Nghị định số 21/2017/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 20/2011/NĐ-CP ngày 23 tháng 3 năm 2011 của Chính phủ quy định chi tiết và hướng dẫn thi hành Nghị quyết số 55/2010/QH12 ngày 24 tháng 11 năm 2010 của Quốc hội về miễn, giảm thuế sử dụng đất nông nghiệp",12c,4
